player_id,player_url,fifa_version,fifa_update,fifa_update_date,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,league_id,league_name,league_level,club_team_id,club_name,club_position,club_jersey_number,club_loaned_from,club_joined_date,club_contract_valid_until_year,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url
241130,/player/241130/ignatius-ganago/230009,23,9,2023-01-13,I. Ganago,Ignatius Kpene Ganago,ST,73,75,4000000.0,20000.0,23,1999-02-16,179,82,16.0,Ligue 1,1.0,71.0,Nantes,SUB,14.0,,2022-09-01,2026.0,103,Cameroon,,,,Right,3,3,1,High/Medium,Stocky (170-185),No,8300000.0,,Finesse Shot,81.0,73.0,59.0,73.0,34.0,67.0,62,74,65,67,60,72,59,56,54,73,79,82,77,67,78,79,67,67,75,69,48,45,73,48,66,70,39,17,14,9,10,8,8,13,,73+2,73+2,73+2,70,71,71,71,70,68+2,68+2,68+2,69+2,61+2,61+2,61+2,69+2,54+2,51+2,51+2,51+2,54+2,51+2,46+2,46+2,46+2,51+2,16+2,https://cdn.sofifa.net/players/241/130/23_120.png
241651,/player/241651/viktor-gyokeres/230009,23,9,2023-01-13,V. Gyökeres,Viktor Einar Gyökeres,ST,73,78,4700000.0,18000.0,24,1998-06-04,187,86,14.0,Championship,2.0,1800.0,Coventry City,RS,17.0,,2021-07-09,2024.0,46,Sweden,,,,Right,3,3,1,High/Medium,Normal (185+),Yes,9300000.0,,Technical Dribbler (AI),78.0,72.0,63.0,74.0,31.0,80.0,61,74,65,67,68,75,70,59,52,74,75,81,70,73,77,73,65,80,84,69,72,28,75,64,63,72,34,25,16,10,13,11,14,8,,73+2,73+2,73+2,72,73,73,73,72,71+2,71+2,71+2,71+2,64+2,64+2,64+2,71+2,54+2,52+2,52+2,52+2,54+2,51+2,48+2,48+2,48+2,51+2,18+2,https://cdn.sofifa.net/players/241/651/23_120.png
244723,/player/244723/felipe-de-sousa-silva/230009,23,9,2023-01-13,Felipe Silva,Felipe de Sousa Silva,ST,73,73,3000000.0,10000.0,29,1993-04-03,193,90,2012.0,Super League,1.0,116360.0,Chengdu Qianbao,ST,9.0,,2021-07-06,2023.0,54,Brazil,,,,Left,4,3,1,High/Medium,Normal (185+),No,4700000.0,#Strength,"Finesse Shot, Power Header",76.0,72.0,58.0,67.0,23.0,84.0,44,74,78,64,73,65,65,42,58,70,76,76,67,61,66,78,81,80,91,61,70,17,73,65,66,67,17,18,10,8,11,10,12,7,,73,73,73,66,69,69,69,66,67+2,67+2,67+2,66+2,61+2,61+2,61+2,66+2,46+2,47+2,47+2,47+2,46+2,44+2,43+2,43+2,43+2,44+2,15+2,https://cdn.sofifa.net/players/244/723/23_120.png
244793,/player/244793/tomas-chory/230009,23,9,2023-01-13,T. Chorý,Tomáš Chorý,ST,73,73,3300000.0,1000.0,27,1995-01-26,200,101,319.0,Fortuna Liga,1.0,110468.0,Viktoria Plzeň,ST,15.0,,2018-01-04,2023.0,12,Czech Republic,,,,Right,3,2,1,High/High,Normal (185+),No,7300000.0,"#Aerial Threat, #Strength",Power Header,50.0,72.0,58.0,63.0,32.0,85.0,44,75,84,69,72,65,41,44,55,72,47,52,38,74,32,75,52,69,96,61,86,22,79,62,69,68,27,26,31,5,6,11,10,12,,73,73,73,64,69,69,69,64,66+2,66+2,66+2,64+2,63+2,63+2,63+2,64+2,48+2,52+2,52+2,52+2,48+2,47+2,51+2,51+2,51+2,47+2,16+2,https://cdn.sofifa.net/players/244/793/23_120.png
246423,/player/246423/luca-orellano/230009,23,9,2023-01-13,L. Orellano,Luca Nicolás Orellano,RW,73,80,6000000.0,12000.0,22,2000-03-22,177,66,353.0,Liga Profesional,1.0,101088.0,Vélez Sarsfield,RW,10.0,,2018-09-11,2023.0,52,Argentina,,,,Left,3,4,1,Medium/Low,Lean (170-185),No,10200000.0,"#Speedster, #Acrobat","Long Shot Taker (AI), Speed Dribbler (AI)",90.0,68.0,63.0,78.0,33.0,59.0,66,65,49,67,66,78,68,70,55,77,91,90,90,64,87,78,67,73,56,72,49,27,65,55,52,67,29,35,39,10,13,7,13,11,,69+2,69+2,69+2,73,71,71,71,73,70+2,70+2,70+2,71+2,63+2,63+2,63+2,71+2,58+2,51+2,51+2,51+2,58+2,55+2,45+2,45+2,45+2,55+2,17+2,https://cdn.sofifa.net/players/246/423/23_120.png
246885,/player/246885/nicolas-capaldo/230009,23,9,2023-01-13,N. Capaldo,Nicolás Capaldo Toboas,CM,73,79,4800000.0,19000.0,23,1998-09-14,177,73,80.0,Bundesliga,1.0,191.0,Salzburg,SUB,7.0,,2021-07-01,2026.0,52,Argentina,,,,Right,2,2,1,High/High,Normal (170-185),No,8200000.0,#Engine,,76.0,65.0,71.0,72.0,69.0,78.0,70,62,54,74,64,69,65,55,71,73,76,76,81,78,75,70,71,89,73,68,76,67,68,70,60,74,71,72,69,8,6,13,12,11,,68+2,68+2,68+2,71,70,70,70,71,71+2,71+2,71+2,72+2,73+2,73+2,73+2,72+2,74+2,73+2,73+2,73+2,74+2,73+2,70+2,70+2,70+2,73+2,17+2,https://cdn.sofifa.net/players/246/885/23_120.png
246919,/player/246919/tomas-cvancara/230009,23,9,2023-01-13,T. Čvančara,Tomáš Čvančara,ST,73,80,6000000.0,800.0,21,2000-08-13,190,79,319.0,Fortuna Liga,1.0,267.0,Sparta Praha,SUB,7.0,,2022-01-01,2025.0,12,Czech Republic,,,,Right,3,2,1,Medium/Low,Lean (185+),No,14400000.0,,,74.0,71.0,56.0,69.0,25.0,75.0,44,74,76,68,71,70,52,43,45,73,72,75,66,72,47,68,61,64,83,64,72,17,78,61,72,67,21,20,19,10,15,12,8,13,,73+2,73+2,73+2,69,71,71,71,69,69+2,69+2,69+2,67+2,61+2,61+2,61+2,67+2,47+2,47+2,47+2,47+2,47+2,45+2,45+2,45+2,45+2,45+2,18+2,https://cdn.sofifa.net/players/246/919/23_120.png
248805,/player/248805/sergio-camello-perez/230009,23,9,2023-01-13,Sergio Camello,Sergio Camello Pérez,ST,73,83,7000000.0,29000.0,21,2001-02-10,177,69,53.0,La Liga,1.0,480.0,Rayo Vallecano,SUB,34.0,Atlético Madrid,,2023.0,45,Spain,,,,Right,4,3,1,Medium/Medium,Lean (170-185),No,,,,70.0,75.0,58.0,74.0,28.0,54.0,44,79,67,68,66,73,66,48,46,78,69,71,66,75,72,74,66,61,54,71,42,23,76,65,59,68,32,18,13,13,8,13,11,11,,73+2,73+2,73+2,70,73,73,73,70,71+2,71+2,71+2,68+2,63+2,63+2,63+2,68+2,48+2,47+2,47+2,47+2,48+2,45+2,41+2,41+2,41+2,45+2,18+2,https://cdn.sofifa.net/players/248/805/23_120.png
255000,/player/255000/terem-moffi/230009,23,9,2023-01-13,T. Moffi,Terem Igobor Moffi,ST,73,79,4900000.0,15000.0,23,1999-05-25,188,89,16.0,Ligue 1,1.0,217.0,Lorient,ST,13.0,,2020-10-01,2024.0,133,Nigeria,,,,Left,3,2,2,High/Medium,Normal (185+),No,10800000.0,#Strength,Finesse Shot,75.0,73.0,53.0,69.0,24.0,75.0,49,74,73,64,68,72,59,55,41,72,69,79,58,69,55,78,76,67,87,68,57,15,71,47,65,67,18,23,18,13,11,11,11,12,,73+2,73+2,73+2,67,69,69,69,67,65+2,65+2,65+2,65+2,57+2,57+2,57+2,65+2,48+2,45+2,45+2,45+2,48+2,45+2,44+2,44+2,44+2,45+2,18+2,https://cdn.sofifa.net/players/255/000/23_120.png
255125,/player/255125/azzedine-ounahi/230009,23,9,2023-01-13,A. Ounahi,Azzedine Ounahi,CM,73,83,7000000.0,17000.0,22,2000-04-19,182,62,16.0,Ligue 1,1.0,1530.0,Angers SCO,LCM,8.0,,2021-07-26,2026.0,129,Morocco,111111.0,LCM,8.0,Right,3,3,1,High/High,Lean (170-185),No,15400000.0,,Playmaker (AI),65.0,62.0,71.0,74.0,61.0,68.0,57,60,58,80,52,73,61,54,76,79,63,66,71,68,67,73,61,82,65,59,59,61,64,72,57,71,56,66,61,14,13,6,8,7,,67+2,67+2,67+2,69,70,70,70,69,72+2,72+2,72+2,71+2,73+2,73+2,73+2,71+2,67+2,69+2,69+2,69+2,67+2,66+2,63+2,63+2,63+2,66+2,17+2,https://cdn.sofifa.net/players/255/125/23_120.png
255420,/player/255420/ercan-kara/230009,23,9,2023-01-13,E. Kara,Ercan Kara,ST,73,74,3600000.0,8000.0,26,1996-01-03,192,88,39.0,Major League Soccer,1.0,112606.0,Orlando City,ST,9.0,,2022-01-27,2024.0,4,Austria,,,,Right,3,2,1,Medium/Medium,Normal (185+),No,5500000.0,#Strength,Solid Player,75.0,74.0,52.0,62.0,28.0,85.0,32,74,76,63,69,61,63,62,38,66,69,79,61,70,33,80,66,84,92,73,72,17,71,56,69,70,22,27,21,8,9,15,11,9,,73+1,73+1,73+1,64,68,68,68,64,64+2,64+2,64+2,62+2,58+2,58+2,58+2,62+2,47+2,47+2,47+2,47+2,47+2,46+2,47+2,47+2,47+2,46+2,16+2,https://cdn.sofifa.net/players/255/420/23_120.png
259233,/player/259233/ilaix-moriba/230009,23,9,2023-01-13,I. Moriba,Ilaix Moriba,CM,73,81,6500000.0,20000.0,19,2003-01-19,185,73,53.0,La Liga,1.0,461.0,Valencia,LCM,8.0,RB Leipzig,,2023.0,118,Guinea,,,,Right,4,4,1,Medium/Medium,Normal (185+),No,,,Technical Dribbler (AI),69.0,71.0,64.0,74.0,64.0,64.0,40,74,59,76,48,77,46,47,75,75,68,69,68,71,59,73,58,73,62,72,58,66,67,68,49,70,59,70,64,9,14,15,10,12,,70+2,70+2,70+2,70,72,72,72,70,73+2,73+2,73+2,69+2,73+2,73+2,73+2,69+2,66+2,69+2,69+2,69+2,66+2,66+2,65+2,65+2,65+2,66+2,18+2,https://cdn.sofifa.net/players/259/233/23_120.png
261050,/player/261050/francisco-f-da-conceicao/230009,23,9,2023-01-13,Francisco Conceição,Francisco Fernandes Conceição,RW,73,86,7000000.0,9000.0,19,2002-12-14,168,61,10.0,Eredivisie,1.0,245.0,Ajax,SUB,35.0,,2022-07-21,2027.0,38,Portugal,,,,Left,2,4,1,High/Medium,Lean (170-),No,14200000.0,#Acrobat,Technical Dribbler (AI),81.0,61.0,66.0,80.0,32.0,42.0,65,62,36,70,64,82,61,48,63,77,85,78,93,67,85,62,40,64,32,56,42,23,65,69,59,69,30,37,33,9,6,7,15,14,,64+2,64+2,64+2,73,70,70,70,73,72+2,72+2,72+2,72+2,65+2,65+2,65+2,72+2,56+2,50+2,50+2,50+2,56+2,52+2,39+2,39+2,39+2,52+2,17+2,https://cdn.sofifa.net/players/261/050/23_120.png
146758,/player/146758/roberto-soldado-rillo/230009,23,9,2023-01-13,Soldado,Roberto Soldado Rillo,ST,72,72,800000.0,8000.0,37,1985-05-27,180,74,54.0,La Liga 2,2.0,1853.0,Levante,SUB,9.0,,2021-07-01,2023.0,45,Spain,,,,Right,4,3,3,High/Low,Normal (170-185),Yes,1300000.0,,"Power Header, Outside Foot Shot",48.0,75.0,69.0,71.0,44.0,66.0,64,75,76,75,79,71,70,66,58,76,50,46,62,70,58,75,74,43,71,72,80,41,79,70,79,74,38,41,40,13,13,14,9,6,,72,72,72,69,71,71,71,69,71+1,71+1,71+1,67+3,66+3,66+3,66+3,67+3,54+3,57+3,57+3,57+3,54+3,52+3,55+3,55+3,55+3,52+3,17+3,https://cdn.sofifa.net/players/146/758/23_120.png
151508,/player/151508/steven-davis/230009,23,9,2023-01-13,S. Davis,Steven Davis,CM,72,72,750000.0,26000.0,37,1985-01-01,173,70,50.0,Premiership,1.0,86.0,Rangers,RES,10.0,,2019-07-01,2023.0,35,Northern Ireland,110081.0,CDM,8.0,Right,3,3,2,Medium/High,Normal (170-185),Yes,1400000.0,,"Leadership, Long Passer (AI), Playmaker (AI), Team Player",35.0,63.0,74.0,74.0,71.0,63.0,72,60,64,76,64,73,73,69,72,75,38,33,70,73,78,69,74,60,59,62,72,72,67,73,66,78,74,70,69,9,7,13,9,11,,64+2,64+2,64+2,66,67,67,67,66,69+2,69+2,69+2,67+2,72,72,72,67+2,68+2,72,72,72,68+2,66+2,69+2,69+2,69+2,66+2,16+2,https://cdn.sofifa.net/players/151/508/23_120.png
160156,/player/160156/bernardo-penena/230009,23,9,2023-01-13,B. Peñena,Bernardo Peñena,ST,72,72,1100000.0,3000.0,34,1988-02-29,174,69,336.0,Liga BetPlay,1.0,101099.0,América de Cali,LS,9.0,,2023-01-11,2027.0,56,Colombia,,,,Right,3,3,1,Medium/Medium,Normal (170-185),No,1500000.0,,,75.0,76.0,59.0,75.0,29.0,62.0,61,76,65,55,72,77,77,74,57,75,73,76,73,74,83,83,75,78,54,73,57,22,65,57,71,62,32,22,21,14,11,10,18,17,,72,72,72,70,71,71,71,70,68+2,68+2,68+2,69+2,61+2,61+2,61+2,69+2,52+2,48+2,48+2,48+2,52+2,49+2,42+2,42+2,42+2,49+2,21+2,https://cdn.sofifa.net/players/160/156/23_120.png
187498,/player/187498/jakob-jantscher/230009,23,9,2023-01-13,J. Jantscher,Jakob Jantscher,ST,72,72,1500000.0,17000.0,33,1989-01-08,181,69,80.0,Bundesliga,1.0,209.0,Sturm Graz,SUB,13.0,,2007-07-01,2023.0,4,Austria,,,,Right,4,3,1,High/Medium,Lean (170-185),No,2300000.0,,"Injury Prone, Early Crosser, Long Shot Taker (AI), Team Player",67.0,73.0,73.0,72.0,38.0,65.0,74,74,68,73,73,72,72,70,70,73,67,67,70,69,71,74,54,83,67,72,42,35,75,74,69,73,40,31,25,9,7,12,12,7,,72,72,72,72,72,72,72,72,72,72,72,73-1,69+2,69+2,69+2,73-1,58+2,56+2,56+2,56+2,58+2,54+2,47+2,47+2,47+2,54+2,16+2,https://cdn.sofifa.net/players/187/498/23_120.png
189303,/player/189303/nelson-miguel-castro-oliveira/230009,23,9,2023-01-13,Nélson Oliveira,Nélson Miguel Castro Oliveira,ST,72,72,2300000.0,1000.0,30,1991-08-08,185,82,63.0,Super League,1.0,393.0,PAOK,ST,9.0,,2021-07-09,2023.0,38,Portugal,,,,Right,4,3,1,Medium/Low,Normal (185+),Yes,5100000.0,,"Injury Prone, Long Shot Taker (AI)",68.0,73.0,64.0,71.0,37.0,74.0,64,71,71,69,74,72,63,47,59,73,64,72,66,70,67,77,66,68,77,69,74,36,76,65,80,72,27,40,29,8,7,7,7,10,,72,72,72,70,71,71,71,70,70+2,70+2,70+2,69+2,65+2,65+2,65+2,69+2,55+2,55+2,55+2,55+2,55+2,53+2,51+2,51+2,51+2,53+2,15+2,https://cdn.sofifa.net/players/189/303/23_120.png
192660,/player/192660/sebastian-polter/230009,23,9,2023-01-13,S. Polter,Sebastian Polter,ST,72,72,2000000.0,19000.0,31,1991-04-01,192,94,19.0,Bundesliga,1.0,34.0,Schalke 04,SUB,40.0,,2022-07-01,2025.0,21,Germany,,,,Right,3,2,1,High/Medium,Normal (185+),Yes,3600000.0,#Strength,,69.0,72.0,53.0,61.0,35.0,85.0,51,74,80,59,67,60,44,41,50,64,63,73,54,71,48,77,77,74,92,62,84,30,76,53,71,69,35,30,13,6,14,13,8,12,,72,72,72,64,67,67,67,64,63+2,63+2,63+2,63+2,58+2,58+2,58+2,63+2,49+2,51+2,51+2,51+2,49+2,48+2,51+2,51+2,51+2,48+2,17+2,https://cdn.sofifa.net/players/192/660/23_120.png
192930,/player/192930/alan-pulido/230009,23,9,2023-01-13,A. Pulido,Alan Pulido Izaguirre,ST,72,72,2000000.0,7000.0,31,1991-03-08,177,83,39.0,Major League Soccer,1.0,696.0,Sporting KC,ST,9.0,,2020-01-01,2023.0,83,Mexico,,,,Right,3,3,2,High/High,Normal (170-185),No,3000000.0,,"Playmaker (AI), Outside Foot Shot",73.0,72.0,65.0,73.0,37.0,71.0,61,73,70,71,66,74,66,58,60,72,72,74,74,72,64,72,77,65,78,70,60,37,73,66,72,70,34,35,22,15,10,9,14,9,,72,72,72,71,72,72,72,71,71+1,71+1,71+1,70+2,66+2,66+2,66+2,70+2,55+2,54+2,54+2,54+2,55+2,52+2,51+2,51+2,51+2,52+2,18+2,https://cdn.sofifa.net/players/192/930/23_120.png
193584,/player/193584/guido-burgstaller/230009,23,9,2023-01-13,G. Burgstaller,Guido Burgstaller,ST,72,72,1500000.0,23000.0,33,1989-04-29,187,80,80.0,Bundesliga,1.0,254.0,Rapid Vienna,ST,9.0,,2022-07-01,2024.0,4,Austria,,,,Right,5,3,1,Low/Low,Normal (185+),Yes,2200000.0,,Team Player,56.0,73.0,66.0,67.0,39.0,80.0,69,73,74,72,71,66,62,42,58,70,53,59,60,74,62,81,72,77,81,67,83,34,75,67,69,76,35,39,21,12,7,14,10,9,,72,72,72,68,70,70,70,68,68+2,68+2,68+2,68+2,66+2,66+2,66+2,68+2,55+2,56+2,56+2,56+2,55+2,52+2,53+2,53+2,53+2,52+2,17+2,https://cdn.sofifa.net/players/193/584/23_120.png
194879,/player/194879/sergi-enrich-ametller/230009,23,9,2023-01-13,Sergi Enrich,Sergi Enrich Ametller,ST,72,72,1900000.0,9000.0,32,1990-02-26,181,77,54.0,La Liga 2,2.0,110827.0,Real Oviedo,LS,23.0,,2022-07-18,2023.0,45,Spain,,,,Right,4,4,2,High/High,Normal (170-185),Yes,3000000.0,,"Injury Prone, Power Header",52.0,71.0,66.0,70.0,42.0,80.0,65,70,76,72,75,69,55,49,59,73,53,51,67,80,64,73,85,76,87,68,66,37,76,71,71,72,31,46,38,7,11,6,12,10,,72,72,72,69,71,71,71,69,70+2,70+2,70+2,69+2,68+2,68+2,68+2,69+2,57+2,58+2,58+2,58+2,57+2,55+2,56+2,56+2,56+2,55+2,18+2,https://cdn.sofifa.net/players/194/879/23_120.png
198429,/player/198429/stanislav-tecl/230009,23,9,2023-01-13,S. Tecl,Stanislav Tecl,ST,72,72,2000000.0,1000.0,31,1990-09-01,181,82,319.0,Fortuna Liga,1.0,266.0,Slavia Praha,SUB,11.0,,2017-01-24,2023.0,12,Czech Republic,,,,Right,3,3,1,High/High,Stocky (170-185),No,4400000.0,,"Speed Dribbler (AI), Team Player",78.0,67.0,66.0,70.0,39.0,76.0,58,68,75,72,71,69,56,51,61,72,73,82,68,68,81,65,74,73,78,61,75,39,78,71,66,68,43,27,30,7,6,16,8,14,,72,72,72,70,71,71,71,70,71+1,71+1,71+1,70+2,66+2,66+2,66+2,70+2,56+2,56+2,56+2,56+2,56+2,54+2,53+2,53+2,53+2,54+2,16+2,https://cdn.sofifa.net/players/198/429/23_120.png
198504,/player/198504/josip-drmic/230009,23,9,2023-01-13,J. Drmić,Josip Drmić,ST,72,72,2300000.0,850.0,29,1992-08-08,183,81,317.0,1. HNL,1.0,211.0,Dinamo Zagreb,SUB,18.0,,2022-06-15,2024.0,47,Switzerland,,,,Right,4,3,2,Medium/Medium,Normal (170-185),No,5100000.0,,,73.0,74.0,65.0,69.0,38.0,70.0,67,76,72,70,72,68,76,51,63,69,74,73,67,67,73,76,72,64,73,69,69,35,73,57,77,75,28,37,40,7,9,13,8,13,,72,72,72,69,70,70,70,69,68+2,68+2,68+2,69+2,63+2,63+2,63+2,69+2,56+2,54+2,54+2,54+2,56+2,54+2,51+2,51+2,51+2,54+2,16+2,https://cdn.sofifa.net/players/198/504/23_120.png
199737,/player/199737/wilson-bruno-naval-costa-eduardo/230009,23,9,2023-01-13,Wilson Eduardo,Wilson Bruno Naval da Costa Eduardo,ST,72,72,2000000.0,17000.0,31,1990-07-08,179,77,68.0,Super Lig,1.0,113142.0,Alanyaspor,SUB,17.0,,2021-08-18,2023.0,98,Angola,,,,Right,3,4,1,High/Low,Normal (170-185),No,4000000.0,,"Long Shot Taker (AI), Speed Dribbler (AI)",75.0,74.0,70.0,74.0,31.0,67.0,72,70,66,69,83,75,79,71,66,73,74,75,73,68,68,81,68,70,69,76,59,24,74,72,69,77,25,33,23,13,12,11,9,11,,72,72,72,73-1,73-1,73-1,73-1,73-1,72,72,72,72,67+2,67+2,67+2,72,54+2,52+2,52+2,52+2,54+2,51+2,45+2,45+2,45+2,51+2,17+2,https://cdn.sofifa.net/players/199/737/23_120.png
200875,/player/200875/emmanuel-gigliotti/230009,23,9,2023-01-13,E. Gigliotti,Emmanuel Gigliotti,ST,72,72,1000000.0,550.0,35,1987-05-20,187,81,338.0,Primera Division,1.0,111325.0,Nacional,ST,8.0,,2022-01-15,2023.0,52,Argentina,,,,Right,3,3,1,High/Medium,Normal (185+),No,2200000.0,,"Leadership, Finesse Shot, Power Header",49.0,74.0,59.0,67.0,41.0,80.0,51,74,76,66,73,65,57,51,46,75,53,46,61,68,53,78,75,74,87,70,71,35,79,68,63,70,44,35,24,11,9,14,13,6,,72,72,72,66,69,69,69,66,68+2,68+2,68+2,65+2,63+2,63+2,63+2,65+2,52+2,55+2,55+2,55+2,52+2,50+2,53+2,53+2,53+2,50+2,16+2,https://cdn.sofifa.net/players/200/875/23_120.png
201285,/player/201285/christian-gytkjaer/230009,23,9,2023-01-13,C. Gytkjær,Christian Lund Gytkjær,ST,72,72,1900000.0,34000.0,32,1990-05-06,185,77,31.0,Serie A,1.0,111811.0,Monza,SUB,9.0,,2020-08-01,2023.0,13,Denmark,,,,Right,4,3,1,Medium/Medium,Normal (185+),No,3200000.0,,"Leadership, Finesse Shot",63.0,74.0,57.0,69.0,33.0,71.0,51,74,72,62,67,66,61,55,45,73,61,65,65,74,63,77,81,59,78,70,67,32,76,61,76,75,42,16,19,11,12,12,14,15,,72,72,72,67,70,70,70,67,67+2,67+2,67+2,65+2,60+2,60+2,60+2,65+2,49+2,49+2,49+2,49+2,49+2,47+2,48+2,48+2,48+2,47+2,20+2,https://cdn.sofifa.net/players/201/285/23_120.png
201876,/player/201876/ohi-omoijuanfo/230009,23,9,2023-01-13,O. Omoijuanfo,Ohi Anthony Kwoeme Omoijuanfo,ST,72,72,2400000.0,13000.0,28,1994-01-10,188,75,1.0,Superliga,1.0,269.0,Brøndby,ST,9.0,,2022-08-30,2025.0,36,Norway,,,,Right,4,3,1,Medium/Medium,Lean (185+),No,3000000.0,,"Finesse Shot, Power Header, Outside Foot Shot",75.0,72.0,62.0,68.0,43.0,74.0,61,75,67,65,68,69,67,62,57,68,73,76,71,69,56,73,73,76,75,68,70,50,75,62,65,72,40,36,39,15,14,10,9,13,,72,72,72,69,70,70,70,69,68+2,68+2,68+2,68+2,64+2,64+2,64+2,68+2,59+2,57+2,57+2,57+2,59+2,57+2,54+2,54+2,54+2,57+2,19+2,https://cdn.sofifa.net/players/201/876/23_120.png
203699,/player/203699/gaetan-courtet/230009,23,9,2023-01-13,G. Courtet,Gaëtan Courtet,ST,72,72,1500000.0,8000.0,33,1989-02-22,180,73,17.0,Ligue 2,2.0,62.0,Guingamp,RS,18.0,,2022-08-12,2024.0,18,France,,,,Right,3,3,1,Medium/Medium,Normal (170-185),No,2600000.0,,"Power Free-Kick, Flair",65.0,75.0,64.0,70.0,27.0,69.0,64,75,69,68,69,69,61,65,54,72,65,65,72,68,74,76,81,71,72,77,54,31,75,66,68,69,19,21,19,8,15,13,14,12,,72,72,72,70,71,71,71,70,69+2,69+2,69+2,68+2,63+2,63+2,63+2,68+2,51+2,49+2,49+2,49+2,51+2,47+2,43+2,43+2,43+2,47+2,18+2,https://cdn.sofifa.net/players/203/699/23_120.png
205089,/player/205089/mattia-valoti/230009,23,9,2023-01-13,M. Valoti,Mattia Valoti,CM,72,72,2300000.0,33000.0,28,1993-09-06,181,76,31.0,Serie A,1.0,111811.0,Monza,SUB,10.0,,2022-07-01,2025.0,27,Italy,,,,Right,3,3,1,Medium/Medium,Normal (170-185),No,3900000.0,,,55.0,69.0,75.0,74.0,54.0,59.0,72,68,48,78,69,74,78,65,76,77,55,55,69,69,76,68,53,69,54,73,58,59,68,73,75,73,50,56,51,6,12,11,8,14,,66+2,66+2,66+2,70,70,70,70,70,72,72,72,71+1,72,72,72,71+1,64+2,65+2,65+2,65+2,64+2,61+2,57+2,57+2,57+2,61+2,17+2,https://cdn.sofifa.net/players/205/089/23_120.png
205850,/player/205850/leonardo-pavoletti/230009,23,9,2023-01-13,L. Pavoletti,Leonardo Pavoletti,ST,72,72,1500000.0,5000.0,33,1988-11-26,188,85,32.0,Serie B,2.0,1842.0,Cagliari,LS,30.0,,2017-08-30,2024.0,27,Italy,,,,Right,3,3,2,Medium/Low,Normal (185+),No,2400000.0,#Aerial Threat,"Injury Prone, Power Header",63.0,69.0,52.0,64.0,35.0,73.0,33,71,91,67,75,63,49,40,44,68,53,71,56,70,57,75,90,53,83,55,69,24,76,56,67,73,44,21,17,15,6,12,14,9,,72,72,72,63,67,67,67,63,64+2,64+2,64+2,61+2,58+2,58+2,58+2,61+2,45+2,48+2,48+2,48+2,45+2,45+2,50+2,50+2,50+2,45+2,18+2,https://cdn.sofifa.net/players/205/850/23_120.png
206626,/player/206626/mikael-ishak/230009,23,9,2023-01-13,M. Ishak,Mikael Ishak,ST,72,72,2300000.0,9000.0,29,1993-03-31,184,81,66.0,Ekstraklasa,1.0,873.0,Lech Poznań,ST,9.0,,2020-07-20,2025.0,46,Sweden,,,,Right,5,3,1,Medium/High,Normal (170-185),Yes,3200000.0,,Injury Prone,72.0,73.0,57.0,65.0,38.0,79.0,57,76,71,66,70,64,38,47,43,68,69,74,62,66,67,75,82,77,84,65,66,30,76,57,75,60,24,43,46,12,11,15,15,9,,72,72,72,67,69,69,69,67,66+2,66+2,66+2,66+2,60+2,60+2,60+2,66+2,55+2,52+2,52+2,52+2,55+2,54+2,53+2,53+2,53+2,54+2,18+2,https://cdn.sofifa.net/players/206/626/23_120.png
208153,/player/208153/lars-veldwijk/230009,23,9,2023-01-13,L. Veldwijk,Lars Veldwijk,ST,72,72,2300000.0,7000.0,30,1991-08-21,197,94,83.0,K League 1,1.0,112558.0,Suwon,ST,9.0,,2020-07-17,2026.0,140,South Africa,,,,Right,4,3,1,High/Medium,Normal (185+),No,2900000.0,"#Aerial Threat, #Strength","Leadership, Power Header",60.0,73.0,51.0,64.0,33.0,81.0,40,75,79,60,71,65,54,44,41,72,53,65,41,63,48,76,75,68,92,65,70,19,74,56,70,72,41,21,22,29,33,27,19,34,,72,72,72,63,67,67,67,63,63+2,63+2,63+2,62+2,57+2,57+2,57+2,62+2,46+2,48+2,48+2,48+2,46+2,45+2,49+2,49+2,49+2,45+2,32+2,https://cdn.sofifa.net/players/208/153/23_120.png
